component_1,table_type,component_2,component_3,component_4,component_5,value,component_6,component_7,component_8
REG2,TOP,FTE-RSDOIL,GSL,IN,,,,,
REG2,TOP,FTE-RSDOIL,HFO,IN,,,,,
REG2,TOP,FTE-RSDOIL,KER,IN,,,,,
REG2,TOP,FTE-RSDOIL,LPG,IN,,,,,
REG2,TOP,FTE-RSDOIL,OPP,IN,,,,,
REG2,TOP,FTE-RSDOIL,RSDOIL,OUT,,,,,
REG2,TOP,FTE-RSDSOL,RSDSOL,OUT,,,,,
REG2,TOP,FTE-RSDSOL,SOL,IN,,,,,
REG2,TOP,FTE-TRABIO,BIO,IN,,,,,
REG2,TOP,FTE-TRABIO,TRABIO,OUT,,,,,
REG2,TOP,FTE-TRADSL,DSL,IN,,,,,
REG2,TOP,FTE-TRADSL,TRADSL,OUT,,,,,
REG2,TOP,FTE-TRAELC,ELC,IN,,,,,
REG2,TOP,FTE-TRAELC,TRAELC,OUT,,,,,
REG2,TOP,FTE-TRAGAS,GAS,IN,,,,,
REG2,TOP,FTE-TRAGAS,TRAGAS,OUT,,,,,
REG2,TOP,FTE-TRAGSL,GSL,IN,,,,,
REG2,TOP,FTE-TRAGSL,TRAGSL,OUT,,,,,
REG2,TOP,FTE-TRALPG,LPG,IN,,,,,
REG2,TOP,FTE-TRALPG,TRALPG,OUT,,,,,
REG2,TOP,IDM1ETOT,DIDM1,OUT,,,,,
REG2,TOP,IDM1ETOT,INDBIO,IN,,,,,
REG2,TOP,IDM1ETOT,INDCOA,IN,,,,,
REG2,TOP,IDM1ETOT,INDELC,IN,,,,,
REG2,TOP,IDM1ETOT,INDGAS,IN,,,,,
REG2,TOP,IDM1ETOT,INDOIL,IN,,,,,
REG2,TOP,IMPCOA1,COA,OUT,,,,,
REG2,TOP,IMPDSL1,DSL,OUT,,,,,
REG2,TOP,IMPELC1,ELC,OUT,,,,,
REG2,TOP,IMPGAS1,GAS,OUT,,,,,
REG2,TOP,IMPGSL1,GSL,OUT,,,,,
REG2,TOP,IMPHFO1,HFO,OUT,,,,,
REG2,TOP,IMPKER1,KER,OUT,,,,,
REG2,TOP,IMPLPG1,LPG,OUT,,,,,
REG2,TOP,IMPNAP1,NAP,OUT,,,,,
REG2,TOP,IMPOIL1,OIL,OUT,,,,,
REG2,TOP,IMPOPP1,OPP,OUT,,,,,
REG2,TOP,MINBIO1,BIO,OUT,,,,,
REG2,TOP,MINCOA1,COA,OUT,,,,,
REG2,TOP,MINCOA2,COA,OUT,,,,,
REG2,TOP,MINCOA3,COA,OUT,,,,,
REG2,TOP,MINGAS1,GAS,OUT,,,,,
REG2,TOP,MINGAS2,GAS,OUT,,,,,
REG2,TOP,MINGAS3,GAS,OUT,,,,,
REG2,TOP,MINHYD1,HYD,OUT,,,,,
REG2,TOP,MINNUC1,NUC,OUT,,,,,
REG2,TOP,MINOIL1,OIL,OUT,,,,,
REG2,TOP,MINOIL2,OIL,OUT,,,,,
REG2,TOP,MINOIL3,OIL,OUT,,,,,
REG2,TOP,MINSOL1,SOL,OUT,,,,,
REG2,TOP,MINWIN1,WIN,OUT,,,,,
REG2,TOP,RAPEELC,DRAP,OUT,,,,,
REG2,TOP,RAPEELC,RSDELC,IN,,,,,
REG2,TOP,REFEOIL00,DSL,OUT,,,,,
REG2,TOP,REFEOIL00,GSL,OUT,,,,,
REG2,TOP,REFEOIL00,HFO,OUT,,,,,
REG2,TOP,REFEOIL00,KER,OUT,,,,,
REG2,TOP,REFEOIL00,LPG,OUT,,,,,
REG2,TOP,REFEOIL00,NAP,OUT,,,,,
REG2,TOP,REFEOIL00,OIL,IN,,,,,
REG2,TOP,REFEOIL00,OPP,OUT,,,,,
REG2,TOP,ROTEBIO,DROT,OUT,,,,,
REG2,TOP,ROTEBIO,RSDBIO,IN,,,,,
REG2,TOP,ROTECOA,DROT,OUT,,,,,
REG2,TOP,ROTECOA,RSDCOA,IN,,,,,
REG2,TOP,ROTEELC,DROT,OUT,,,,,
REG2,TOP,ROTEELC,RSDELC,IN,,,,,
REG2,TOP,ROTEGAS,DROT,OUT,,,,,
REG2,TOP,ROTEGAS,RSDGAS,IN,,,,,
REG2,TOP,ROTEOIL,DROT,OUT,,,,,
REG2,TOP,ROTEOIL,RSDOIL,IN,,,,,
REG2,TOP,RSHEBIO,DRSH,OUT,,,,,
REG2,TOP,RSHEBIO,RSDBIO,IN,,,,,
REG2,TOP,RSHECOA,DRSH,OUT,,,,,
REG2,TOP,RSHECOA,RSDCOA,IN,,,,,
REG2,TOP,RSHEELC,DRSH,OUT,,,,,
REG2,TOP,RSHEELC,RSDELC,IN,,,,,
REG2,TOP,RSHEGAS,DRSH,OUT,,,,,
REG2,TOP,RSHEGAS,RSDGAS,IN,,,,,
REG2,TOP,RSHEOIL,DRSH,OUT,,,,,
REG2,TOP,RSHEOIL,RSDOIL,IN,,,,,
REG2,TOP,RSHESOL,DRSH,OUT,,,,,
REG2,TOP,RSHESOL,RSDSOL,IN,,,,,
REG2,TOP,TCAREBIO,DTCAR,OUT,,,,,
REG2,TOP,TCAREBIO,TRABIO,IN,,,,,
REG2,TOP,TCAREDSL,DTCAR,OUT,,,,,
REG2,TOP,TCAREDSL,TRADSL,IN,,,,,
REG2,TOP,TCAREELC,DTCAR,OUT,,,,,
REG2,TOP,TCAREELC,TRAELC,IN,,,,,
REG2,TOP,TCAREGAS,DTCAR,OUT,,,,,
REG2,TOP,TCAREGAS,TRAGAS,IN,,,,,
REG2,TOP,TCAREGSL,DTCAR,OUT,,,,,
REG2,TOP,TCAREGSL,TRAGSL,IN,,,,,
REG2,TOP,TCARELPG,DTCAR,OUT,,,,,
REG2,TOP,TCARELPG,TRALPG,IN,,,,,
REG2,TOP,TPUBEBIO,DTPUB,OUT,,,,,
REG2,TOP,TPUBEBIO,TRABIO,IN,,,,,
REG2,TOP,TPUBEDSL,DTPUB,OUT,,,,,
REG2,TOP,TPUBEDSL,TRADSL,IN,,,,,
REG2,TOP,TPUBEELC,DTPUB,OUT,,,,,
REG2,TOP,TPUBEELC,TRAELC,IN,,,,,
REG2,TOP,TPUBEGAS,DTPUB,OUT,,,,,
REG2,TOP,TPUBEGAS,TRAGAS,IN,,,,,
REG2,TOP,TPUBEGSL,DTPUB,OUT,,,,,
REG2,TOP,TPUBEGSL,TRAGSL,IN,,,,,
REG2,TOP,TPUBELPG,DTPUB,OUT,,,,,
REG2,TOP,TPUBELPG,TRALPG,IN,,,,,
IMPEXP,TOP_IRE,AGRBIO,REG1,AGRBIO,IMPNRGZ,,,,
IMPEXP,TOP_IRE,AGRBIO,REG2,AGRBIO,IMPNRGZ,,,,
IMPEXP,TOP_IRE,AGRCOA,REG1,AGRCOA,IMPNRGZ,,,,
IMPEXP,TOP_IRE,AGRCOA,REG2,AGRCOA,IMPNRGZ,,,,
IMPEXP,TOP_IRE,AGRELC,REG1,AGRELC,IMPNRGZ,,,,
IMPEXP,TOP_IRE,AGRELC,REG2,AGRELC,IMPNRGZ,,,,
IMPEXP,TOP_IRE,AGRGAS,REG1,AGRGAS,IMPNRGZ,,,,
IMPEXP,TOP_IRE,AGRGAS,REG2,AGRGAS,IMPNRGZ,,,,
IMPEXP,TOP_IRE,AGROIL,REG1,AGROIL,IMPNRGZ,,,,
IMPEXP,TOP_IRE,AGROIL,REG2,AGROIL,IMPNRGZ,,,,
IMPEXP,TOP_IRE,BIO,REG1,BIO,IMPNRGZ,,,,
IMPEXP,TOP_IRE,BIO,REG2,BIO,IMPNRGZ,,,,
IMPEXP,TOP_IRE,COA,REG1,COA,IMPCOA1,,,,
IMPEXP,TOP_IRE,COA,REG1,COA,IMPNRGZ,,,,
IMPEXP,TOP_IRE,COA,REG2,COA,IMPCOA1,,,,
IMPEXP,TOP_IRE,COA,REG2,COA,IMPNRGZ,,,,
IMPEXP,TOP_IRE,COMBIO,REG1,COMBIO,IMPNRGZ,,,,
IMPEXP,TOP_IRE,COMBIO,REG2,COMBIO,IMPNRGZ,,,,
IMPEXP,TOP_IRE,COMCOA,REG1,COMCOA,IMPNRGZ,,,,
IMPEXP,TOP_IRE,COMCOA,REG2,COMCOA,IMPNRGZ,,,,
IMPEXP,TOP_IRE,COMELC,REG1,COMELC,IMPNRGZ,,,,
IMPEXP,TOP_IRE,COMELC,REG2,COMELC,IMPNRGZ,,,,
IMPEXP,TOP_IRE,COMGAS,REG1,COMGAS,IMPNRGZ,,,,
IMPEXP,TOP_IRE,COMGAS,REG2,COMGAS,IMPNRGZ,,,,
IMPEXP,TOP_IRE,COMOIL,REG1,COMOIL,IMPNRGZ,,,,
IMPEXP,TOP_IRE,COMOIL,REG2,COMOIL,IMPNRGZ,,,,
IMPEXP,TOP_IRE,COMSOL,REG1,COMSOL,IMPNRGZ,,,,
IMPEXP,TOP_IRE,COMSOL,REG2,COMSOL,IMPNRGZ,,,,
IMPEXP,TOP_IRE,DAOT,REG1,DAOT,IMPDEMZ,,,,
IMPEXP,TOP_IRE,DAOT,REG2,DAOT,IMPDEMZ,,,,
IMPEXP,TOP_IRE,DCAP,REG1,DCAP,IMPDEMZ,,,,
IMPEXP,TOP_IRE,DCAP,REG2,DCAP,IMPDEMZ,,,,
IMPEXP,TOP_IRE,DCOT,REG1,DCOT,IMPDEMZ,,,,
IMPEXP,TOP_IRE,DCOT,REG2,DCOT,IMPDEMZ,,,,
IMPEXP,TOP_IRE,DCSH,REG1,DCSH,IMPDEMZ,,,,
IMPEXP,TOP_IRE,DCSH,REG2,DCSH,IMPDEMZ,,,,
IMPEXP,TOP_IRE,DIDM1,REG1,DIDM1,IMPDEMZ,,,,
IMPEXP,TOP_IRE,DIDM1,REG2,DIDM1,IMPDEMZ,,,,
IMPEXP,TOP_IRE,DRAP,REG1,DRAP,IMPDEMZ,,,,
IMPEXP,TOP_IRE,DRAP,REG2,DRAP,IMPDEMZ,,,,
IMPEXP,TOP_IRE,DROT,REG1,DROT,IMPDEMZ,,,,
IMPEXP,TOP_IRE,DROT,REG2,DROT,IMPDEMZ,,,,
IMPEXP,TOP_IRE,DRSH,REG1,DRSH,IMPDEMZ,,,,
IMPEXP,TOP_IRE,DRSH,REG2,DRSH,IMPDEMZ,,,,
IMPEXP,TOP_IRE,DSL,REG1,DSL,IMPDSL1,,,,
IMPEXP,TOP_IRE,DSL,REG1,DSL,IMPNRGZ,,,,
IMPEXP,TOP_IRE,DSL,REG2,DSL,IMPDSL1,,,,
IMPEXP,TOP_IRE,DSL,REG2,DSL,IMPNRGZ,,,,
IMPEXP,TOP_IRE,DTCAR,REG1,DTCAR,IMPDEMZ,,,,
IMPEXP,TOP_IRE,DTCAR,REG2,DTCAR,IMPDEMZ,,,,
IMPEXP,TOP_IRE,DTPUB,REG1,DTPUB,IMPDEMZ,,,,
IMPEXP,TOP_IRE,DTPUB,REG2,DTPUB,IMPDEMZ,,,,
IMPEXP,TOP_IRE,ELC,REG1,ELC,IMPELC1,,,,
IMPEXP,TOP_IRE,ELC,REG1,ELC,IMPNRGZ,,,,
IMPEXP,TOP_IRE,ELC,REG2,ELC,IMPELC1,,,,
IMPEXP,TOP_IRE,ELC,REG2,ELC,IMPNRGZ,,,,
IMPEXP,TOP_IRE,ELCBIO,REG1,ELCBIO,IMPNRGZ,,,,
IMPEXP,TOP_IRE,ELCBIO,REG2,ELCBIO,IMPNRGZ,,,,
IMPEXP,TOP_IRE,ELCCOA,REG1,ELCCOA,IMPNRGZ,,,,
IMPEXP,TOP_IRE,ELCCOA,REG2,ELCCOA,IMPNRGZ,,,,
IMPEXP,TOP_IRE,ELCGAS,REG1,ELCGAS,IMPNRGZ,,,,
IMPEXP,TOP_IRE,ELCGAS,REG2,ELCGAS,IMPNRGZ,,,,
IMPEXP,TOP_IRE,ELCHYD,REG1,ELCHYD,IMPNRGZ,,,,
IMPEXP,TOP_IRE,ELCHYD,REG2,ELCHYD,IMPNRGZ,,,,
IMPEXP,TOP_IRE,ELCNUC,REG1,ELCNUC,IMPNRGZ,,,,
IMPEXP,TOP_IRE,ELCNUC,REG2,ELCNUC,IMPNRGZ,,,,
IMPEXP,TOP_IRE,ELCOIL,REG1,ELCOIL,IMPNRGZ,,,,
IMPEXP,TOP_IRE,ELCOIL,REG2,ELCOIL,IMPNRGZ,,,,
IMPEXP,TOP_IRE,ELCSOL,REG1,ELCSOL,IMPNRGZ,,,,
IMPEXP,TOP_IRE,ELCSOL,REG2,ELCSOL,IMPNRGZ,,,,
IMPEXP,TOP_IRE,ELCWIN,REG1,ELCWIN,IMPNRGZ,,,,
IMPEXP,TOP_IRE,ELCWIN,REG2,ELCWIN,IMPNRGZ,,,,
IMPEXP,TOP_IRE,GAS,REG1,GAS,IMPGAS1,,,,
IMPEXP,TOP_IRE,GAS,REG1,GAS,IMPNRGZ,,,,
IMPEXP,TOP_IRE,GAS,REG2,GAS,IMPGAS1,,,,
IMPEXP,TOP_IRE,GAS,REG2,GAS,IMPNRGZ,,,,
IMPEXP,TOP_IRE,GSL,REG1,GSL,IMPGSL1,,,,
IMPEXP,TOP_IRE,GSL,REG1,GSL,IMPNRGZ,,,,
IMPEXP,TOP_IRE,GSL,REG2,GSL,IMPGSL1,,,,
IMPEXP,TOP_IRE,GSL,REG2,GSL,IMPNRGZ,,,,
IMPEXP,TOP_IRE,HFO,REG1,HFO,IMPHFO1,,,,
IMPEXP,TOP_IRE,HFO,REG1,HFO,IMPNRGZ,,,,
IMPEXP,TOP_IRE,HFO,REG2,HFO,IMPHFO1,,,,
IMPEXP,TOP_IRE,HFO,REG2,HFO,IMPNRGZ,,,,
IMPEXP,TOP_IRE,HYD,REG1,HYD,IMPNRGZ,,,,
IMPEXP,TOP_IRE,HYD,REG2,HYD,IMPNRGZ,,,,
IMPEXP,TOP_IRE,INDBIO,REG1,INDBIO,IMPNRGZ,,,,
IMPEXP,TOP_IRE,INDBIO,REG2,INDBIO,IMPNRGZ,,,,
IMPEXP,TOP_IRE,INDCOA,REG1,INDCOA,IMPNRGZ,,,,
IMPEXP,TOP_IRE,INDCOA,REG2,INDCOA,IMPNRGZ,,,,
IMPEXP,TOP_IRE,INDELC,REG1,INDELC,IMPNRGZ,,,,
IMPEXP,TOP_IRE,INDELC,REG2,INDELC,IMPNRGZ,,,,
IMPEXP,TOP_IRE,INDGAS,REG1,INDGAS,IMPNRGZ,,,,
IMPEXP,TOP_IRE,INDGAS,REG2,INDGAS,IMPNRGZ,,,,
IMPEXP,TOP_IRE,INDOIL,REG1,INDOIL,IMPNRGZ,,,,
IMPEXP,TOP_IRE,INDOIL,REG2,INDOIL,IMPNRGZ,,,,
IMPEXP,TOP_IRE,KER,REG1,KER,IMPKER1,,,,
IMPEXP,TOP_IRE,KER,REG1,KER,IMPNRGZ,,,,
IMPEXP,TOP_IRE,KER,REG2,KER,IMPKER1,,,,
IMPEXP,TOP_IRE,KER,REG2,KER,IMPNRGZ,,,,
IMPEXP,TOP_IRE,LPG,REG1,LPG,IMPLPG1,,,,
IMPEXP,TOP_IRE,LPG,REG1,LPG,IMPNRGZ,,,,
IMPEXP,TOP_IRE,LPG,REG2,LPG,IMPLPG1,,,,
IMPEXP,TOP_IRE,LPG,REG2,LPG,IMPNRGZ,,,,
IMPEXP,TOP_IRE,NAP,REG1,NAP,IMPNAP1,,,,
IMPEXP,TOP_IRE,NAP,REG1,NAP,IMPNRGZ,,,,
IMPEXP,TOP_IRE,NAP,REG2,NAP,IMPNAP1,,,,
IMPEXP,TOP_IRE,NAP,REG2,NAP,IMPNRGZ,,,,
IMPEXP,TOP_IRE,NUC,REG1,NUC,IMPNRGZ,,,,
IMPEXP,TOP_IRE,NUC,REG2,NUC,IMPNRGZ,,,,
IMPEXP,TOP_IRE,OIL,REG1,OIL,IMPNRGZ,,,,
IMPEXP,TOP_IRE,OIL,REG1,OIL,IMPOIL1,,,,
IMPEXP,TOP_IRE,OIL,REG2,OIL,IMPNRGZ,,,,
IMPEXP,TOP_IRE,OIL,REG2,OIL,IMPOIL1,,,,
IMPEXP,TOP_IRE,OPP,REG1,OPP,IMPNRGZ,,,,
IMPEXP,TOP_IRE,OPP,REG1,OPP,IMPOPP1,,,,
IMPEXP,TOP_IRE,OPP,REG2,OPP,IMPNRGZ,,,,
IMPEXP,TOP_IRE,OPP,REG2,OPP,IMPOPP1,,,,
IMPEXP,TOP_IRE,RSDBIO,REG1,RSDBIO,IMPNRGZ,,,,
IMPEXP,TOP_IRE,RSDBIO,REG2,RSDBIO,IMPNRGZ,,,,
IMPEXP,TOP_IRE,RSDCOA,REG1,RSDCOA,IMPNRGZ,,,,
IMPEXP,TOP_IRE,RSDCOA,REG2,RSDCOA,IMPNRGZ,,,,
IMPEXP,TOP_IRE,RSDELC,REG1,RSDELC,IMPNRGZ,,,,
IMPEXP,TOP_IRE,RSDELC,REG2,RSDELC,IMPNRGZ,,,,
IMPEXP,TOP_IRE,RSDGAS,REG1,RSDGAS,IMPNRGZ,,,,
IMPEXP,TOP_IRE,RSDGAS,REG2,RSDGAS,IMPNRGZ,,,,
IMPEXP,TOP_IRE,RSDOIL,REG1,RSDOIL,IMPNRGZ,,,,
IMPEXP,TOP_IRE,RSDOIL,REG2,RSDOIL,IMPNRGZ,,,,
IMPEXP,TOP_IRE,RSDSOL,REG1,RSDSOL,IMPNRGZ,,,,
IMPEXP,TOP_IRE,RSDSOL,REG2,RSDSOL,IMPNRGZ,,,,
IMPEXP,TOP_IRE,SOL,REG1,SOL,IMPNRGZ,,,,
IMPEXP,TOP_IRE,SOL,REG2,SOL,IMPNRGZ,,,,
IMPEXP,TOP_IRE,TRABIO,REG1,TRABIO,IMPNRGZ,,,,
IMPEXP,TOP_IRE,TRABIO,REG2,TRABIO,IMPNRGZ,,,,
IMPEXP,TOP_IRE,TRADSL,REG1,TRADSL,IMPNRGZ,,,,
IMPEXP,TOP_IRE,TRADSL,REG2,TRADSL,IMPNRGZ,,,,
IMPEXP,TOP_IRE,TRAELC,REG1,TRAELC,IMPNRGZ,,,,
IMPEXP,TOP_IRE,TRAELC,REG2,TRAELC,IMPNRGZ,,,,
IMPEXP,TOP_IRE,TRAGAS,REG1,TRAGAS,IMPNRGZ,,,,
IMPEXP,TOP_IRE,TRAGAS,REG2,TRAGAS,IMPNRGZ,,,,
IMPEXP,TOP_IRE,TRAGSL,REG1,TRAGSL,IMPNRGZ,,,,
IMPEXP,TOP_IRE,TRAGSL,REG2,TRAGSL,IMPNRGZ,,,,
IMPEXP,TOP_IRE,TRALPG,REG1,TRALPG,IMPNRGZ,,,,
IMPEXP,TOP_IRE,TRALPG,REG2,TRALPG,IMPNRGZ,,,,
IMPEXP,TOP_IRE,WIN,REG1,WIN,IMPNRGZ,,,,
IMPEXP,TOP_IRE,WIN,REG2,WIN,IMPNRGZ,,,,
MINRNW,TOP_IRE,BIO,REG1,BIO,MINBIO1,,,,
MINRNW,TOP_IRE,BIO,REG2,BIO,MINBIO1,,,,
MINRNW,TOP_IRE,COA,REG1,COA,MINCOA1,,,,
MINRNW,TOP_IRE,COA,REG1,COA,MINCOA2,,,,
MINRNW,TOP_IRE,COA,REG1,COA,MINCOA3,,,,
MINRNW,TOP_IRE,COA,REG2,COA,MINCOA1,,,,
MINRNW,TOP_IRE,COA,REG2,COA,MINCOA2,,,,
MINRNW,TOP_IRE,COA,REG2,COA,MINCOA3,,,,
MINRNW,TOP_IRE,GAS,REG1,GAS,MINGAS1,,,,
MINRNW,TOP_IRE,GAS,REG1,GAS,MINGAS2,,,,
MINRNW,TOP_IRE,GAS,REG1,GAS,MINGAS3,,,,
MINRNW,TOP_IRE,GAS,REG2,GAS,MINGAS1,,,,
MINRNW,TOP_IRE,GAS,REG2,GAS,MINGAS2,,,,
MINRNW,TOP_IRE,GAS,REG2,GAS,MINGAS3,,,,
MINRNW,TOP_IRE,HYD,REG1,HYD,MINHYD1,,,,
MINRNW,TOP_IRE,HYD,REG2,HYD,MINHYD1,,,,
MINRNW,TOP_IRE,NUC,REG1,NUC,MINNUC1,,,,
MINRNW,TOP_IRE,NUC,REG2,NUC,MINNUC1,,,,
MINRNW,TOP_IRE,OIL,REG1,OIL,MINOIL1,,,,
MINRNW,TOP_IRE,OIL,REG1,OIL,MINOIL2,,,,
MINRNW,TOP_IRE,OIL,REG1,OIL,MINOIL3,,,,
MINRNW,TOP_IRE,OIL,REG2,OIL,MINOIL1,,,,
MINRNW,TOP_IRE,OIL,REG2,OIL,MINOIL2,,,,
MINRNW,TOP_IRE,OIL,REG2,OIL,MINOIL3,,,,
MINRNW,TOP_IRE,SOL,REG1,SOL,MINSOL1,,,,
MINRNW,TOP_IRE,SOL,REG2,SOL,MINSOL1,,,,
MINRNW,TOP_IRE,WIN,REG1,WIN,MINWIN1,,,,
MINRNW,TOP_IRE,WIN,REG2,WIN,MINWIN1,,,,
REG1,TOP_IRE,COA,IMPEXP,COA,EXPCOA1,,,,
REG1,TOP_IRE,DSL,IMPEXP,DSL,EXPDSL1,,,,
REG1,TOP_IRE,ELC,IMPEXP,ELC,EXPELC1,,,,
REG1,TOP_IRE,ELC,REG2,ELC,TB_ELC_REG1_REG2_01,,,,
REG1,TOP_IRE,GAS,IMPEXP,GAS,EXPGAS1,,,,
REG1,TOP_IRE,GSL,IMPEXP,GSL,EXPGSL1,,,,
REG1,TOP_IRE,HFO,IMPEXP,HFO,EXPHFO1,,,,
REG1,TOP_IRE,KER,IMPEXP,KER,EXPKER1,,,,
REG1,TOP_IRE,LPG,IMPEXP,LPG,EXPLPG1,,,,
REG1,TOP_IRE,NAP,IMPEXP,NAP,EXPNAP1,,,,
REG1,TOP_IRE,OIL,IMPEXP,OIL,EXPOIL1,,,,
REG1,TOP_IRE,OPP,IMPEXP,OPP,EXPOPP1,,,,
REG2,TOP_IRE,COA,IMPEXP,COA,EXPCOA1,,,,
REG2,TOP_IRE,DSL,IMPEXP,DSL,EXPDSL1,,,,
REG2,TOP_IRE,ELC,IMPEXP,ELC,EXPELC1,,,,
REG2,TOP_IRE,ELC,REG1,ELC,TB_ELC_REG1_REG2_01,,,,
REG2,TOP_IRE,GAS,IMPEXP,GAS,EXPGAS1,,,,
REG2,TOP_IRE,GAS,REG1,GAS,TU_GAS_REG2_REG1_01,,,,
REG2,TOP_IRE,GSL,IMPEXP,GSL,EXPGSL1,,,,
REG2,TOP_IRE,HFO,IMPEXP,HFO,EXPHFO1,,,,
REG2,TOP_IRE,KER,IMPEXP,KER,EXPKER1,,,,
REG2,TOP_IRE,LPG,IMPEXP,LPG,EXPLPG1,,,,
REG2,TOP_IRE,NAP,IMPEXP,NAP,EXPNAP1,,,,
REG2,TOP_IRE,OIL,IMPEXP,OIL,EXPOIL1,,,,
REG2,TOP_IRE,OPP,IMPEXP,OPP,EXPOPP1,,,,
REG1,PRC_DESC,AOTETOT' 'Demand Technologies Agriculture Sector - Existing Demand - TOT,,,,,,,
REG1,PRC_DESC,CAPEELC' 'Demand Technologies Commercial Sector - Existing Appliancens - Electricity,,,,,,,
REG1,PRC_DESC,COTEBIO' 'Demand Technologies Commercial Sector - Existing Other - Biomass,,,,,,,
REG1,PRC_DESC,COTECOA' 'Demand Technologies Commercial Sector - Existing Other - Solid Fuels,,,,,,,
REG1,PRC_DESC,COTEELC' 'Demand Technologies Commercial Sector - Existing Other - Electricity,,,,,,,
REG1,PRC_DESC,COTEGAS' 'Demand Technologies Commercial Sector - Existing Other - Natural Gas,,,,,,,
REG1,PRC_DESC,COTEOIL' 'Demand Technologies Commercial Sector - Existing Other - Oil,,,,,,,
REG1,PRC_DESC,CSHEBIO' 'Demand Technologies Commercial Sector - Existing Space Heating - Biomass,,,,,,,
REG1,PRC_DESC,CSHECOA' 'Demand Technologies Commercial Sector - Existing Space Heating - Solid Fuels,,,,,,,
REG1,PRC_DESC,CSHEELC' 'Demand Technologies Commercial Sector - Existing Space Heating - Electricity,,,,,,,
REG1,PRC_DESC,CSHEGAS' 'Demand Technologies Commercial Sector - Existing Space Heating - Natural Gas,,,,,,,
REG1,PRC_DESC,CSHEOIL' 'Demand Technologies Commercial Sector - Existing Space Heating - Oil,,,,,,,
REG1,PRC_DESC,CSHESOL' 'Demand Technologies Commercial Sector - Existing Space Heating - Solar energy,,,,,,,
REG1,PRC_DESC,ELCNENUC00' 'Power Plants Existing00 - Nuclear Energy,,,,,,,
REG1,PRC_DESC,ELCREBIO00' 'Power Plants Existing00 - Biomass,,,,,,,
REG1,PRC_DESC,ELCREHYD00' 'Power Plants Existing00 - Hydro power,,,,,,,
REG1,PRC_DESC,ELCRESOL00' 'Power Plants Existing00 - Solar energy,,,,,,,
REG1,PRC_DESC,ELCREWIN00' 'Power Plants Existing00 - Wind energy,,,,,,,
REG1,PRC_DESC,ELCTECOA00' 'Power Plants Existing00 - Solid Fuels,,,,,,,
REG1,PRC_DESC,ELCTEGAS00' 'Power Plants Existing00 - Natural Gas,,,,,,,
REG1,PRC_DESC,ELCTEOIL00' 'Power Plants Existing00 - Crude oil,,,,,,,
REG1,PRC_DESC,EXPCOA1' 'Export of Solid Fuels Step 1,,,,,,,
REG1,PRC_DESC,EXPDSL1' 'Export of Diesel oil Step 1,,,,,,,
REG1,PRC_DESC,EXPELC1' 'Export of Electricity Step 1,,,,,,,
REG1,PRC_DESC,EXPGAS1' 'Export of Natural Gas Step 1,,,,,,,
REG1,PRC_DESC,EXPGSL1' 'Export of Motor spirit Step 1,,,,,,,
REG1,PRC_DESC,EXPHFO1' 'Export of Heavy Fuel Oil Step 1,,,,,,,
REG1,PRC_DESC,EXPKER1' 'Export of Kerosenes Step 1,,,,,,,
REG1,PRC_DESC,EXPLPG1' 'Export of LPG Step 1,,,,,,,
REG1,PRC_DESC,EXPNAP1' 'Export of Naphtha Step 1,,,,,,,
REG1,PRC_DESC,EXPOIL1' 'Export of Crude Oil Step 1,,,,,,,
REG1,PRC_DESC,EXPOPP1' 'Export of Other Petroleum Products Step 1,,,,,,,
REG1,PRC_DESC,FTE-AGRBIO' 'Sector Fuel Technology Existing Agriculture Biomass,,,,,,,
REG1,PRC_DESC,FTE-AGRCOA' 'Sector Fuel Technology Existing Agriculture Solid Fuels,,,,,,,
REG1,PRC_DESC,FTE-AGRELC' 'Sector Fuel Technology Existing Agriculture Electricity,,,,,,,
REG1,PRC_DESC,FTE-AGRGAS' 'Sector Fuel Technology Existing Agriculture Natural Gas,,,,,,,
REG1,PRC_DESC,FTE-AGROIL' 'Sector Fuel Technology Existing Agriculture Oil,,,,,,,
REG1,PRC_DESC,FTE-COMBIO' 'Sector Fuel Technology Existing Commercial Biomass,,,,,,,
REG1,PRC_DESC,FTE-COMCOA' 'Sector Fuel Technology Existing Commercial Solid Fuels,,,,,,,
REG1,PRC_DESC,FTE-COMELC' 'Sector Fuel Technology Existing Commercial Electricity,,,,,,,
REG1,PRC_DESC,FTE-COMGAS' 'Sector Fuel Technology Existing Commercial Natural Gas,,,,,,,
REG1,PRC_DESC,FTE-COMOIL' 'Sector Fuel Technology Existing Commercial Oil,,,,,,,
REG1,PRC_DESC,FTE-COMSOL' 'Sector Fuel Technology Existing Commercial Solar energy,,,,,,,
REG1,PRC_DESC,FTE-ELCBIO' 'Sector Fuel Technology Existing Electricity Plants Biomass,,,,,,,
REG1,PRC_DESC,FTE-ELCCOA' 'Sector Fuel Technology Existing Electricity Plants Solid Fuels,,,,,,,
REG1,PRC_DESC,FTE-ELCGAS' 'Sector Fuel Technology Existing Electricity Plants Natural Gas,,,,,,,
REG1,PRC_DESC,FTE-ELCHYD' 'Sector Fuel Technology Existing Electricity Plants Hydro power,,,,,,,
REG1,PRC_DESC,FTE-ELCNUC' 'Sector Fuel Technology Existing Electricity Plants Nuclear Energy,,,,,,,
REG1,PRC_DESC,FTE-ELCOIL' 'Sector Fuel Technology Existing Electricity Plants oil,,,,,,,
